url,family,state_slug,record_id,index_status,canonical,in_sitemap,title,title_length,description,description_length,h1,h1_count,internal_links_out,internal_links_in,click_depth_from_home,is_orphan,word_count,source_count,completeness_pct,last_verified,priority_tier
/california/azusa/solar-permit-guide/,locality-guide,california,ca-los-angeles-azusa-alw,index,https://mygridpermit.com/california/azusa/solar-permit-guide/,true,"Azusa, CA Solar Permit Guide | GridPermit",41,"Azusa, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",137,Azusa Solar Permit Guide,1,27,45,2,false,1284,3,80,2026-08-11,1
/california/bakersfield/solar-permit-guide/,locality-guide,california,ca-kern-bakersfield-pge,index,https://mygridpermit.com/california/bakersfield/solar-permit-guide/,true,"Bakersfield, CA Solar Permit Guide | GridPermit",47,"Bakersfield, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-10.",143,Bakersfield Solar Permit Guide,1,28,7,2,false,1282,4,86.7,2026-08-10,1
/california/baldwin-park/solar-permit-guide/,locality-guide,california,ca-los-angeles-baldwin-park-sce,index,https://mygridpermit.com/california/baldwin-park/solar-permit-guide/,true,"Baldwin Park, CA Solar Permit Guide | GridPermit",48,"Baldwin Park, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",144,Baldwin Park Solar Permit Guide,1,28,46,2,false,1304,8,80,2026-08-05,1
/california/banning/solar-permit-guide/,locality-guide,california,ca-riverside-banning-beu,index,https://mygridpermit.com/california/banning/solar-permit-guide/,true,"Banning, CA Solar Permit Guide | GridPermit",43,"Banning, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",139,Banning Solar Permit Guide,1,27,15,2,false,1433,3,86.7,2026-08-11,1
/california/barstow/solar-permit-guide/,locality-guide,california,ca-san-bernardino-barstow-sce,index,https://mygridpermit.com/california/barstow/solar-permit-guide/,true,"Barstow, CA Solar Permit Guide | GridPermit",43,"Barstow, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",139,Barstow Solar Permit Guide,1,28,19,2,false,1158,5,80,2026-08-08,1
/california/beaumont/solar-permit-guide/,locality-guide,california,ca-riverside-beaumont-sce,index,https://mygridpermit.com/california/beaumont/solar-permit-guide/,true,"Beaumont, CA Solar Permit Guide | GridPermit",44,"Beaumont, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",140,Beaumont Solar Permit Guide,1,28,17,2,false,1111,5,80,2026-08-08,1
/california/belmont/solar-permit-guide/,locality-guide,california,ca-san-mateo-belmont-pge,index,https://mygridpermit.com/california/belmont/solar-permit-guide/,true,"Belmont, CA Solar Permit Guide | GridPermit",43,"Belmont, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",139,Belmont Solar Permit Guide,1,28,18,2,false,1165,4,80,2026-08-09,1
/california/benicia/solar-permit-guide/,locality-guide,california,ca-solano-benicia-pge,index,https://mygridpermit.com/california/benicia/solar-permit-guide/,true,"Benicia, CA Solar Permit Guide | GridPermit",43,"Benicia, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",139,Benicia Solar Permit Guide,1,28,8,2,false,1069,4,80,2026-08-09,1
/california/berkeley/solar-permit-guide/,locality-guide,california,ca-alameda-berkeley-pge,index,https://mygridpermit.com/california/berkeley/solar-permit-guide/,true,"Berkeley, CA Solar Permit Guide | GridPermit",44,"Berkeley, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,Berkeley Solar Permit Guide,1,28,15,2,false,1671,8,86.7,2026-08-09,1
/california/beverly-hills/solar-permit-guide/,locality-guide,california,ca-los-angeles-beverly-hills-sce,index,https://mygridpermit.com/california/beverly-hills/solar-permit-guide/,true,"Beverly Hills, CA Solar Permit Guide | GridPermit",49,"Beverly Hills, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",145,Beverly Hills Solar Permit Guide,1,28,46,2,false,1251,6,80,2026-08-06,1
/california/brea/solar-permit-guide/,locality-guide,california,ca-orange-brea-sce,index,https://mygridpermit.com/california/brea/solar-permit-guide/,true,"Brea, CA Solar Permit Guide | GridPermit",40,"Brea, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",136,Brea Solar Permit Guide,1,28,30,2,false,1080,5,80,2026-08-05,1
/california/brentwood/solar-permit-guide/,locality-guide,california,ca-contra-costa-brentwood-pge,index,https://mygridpermit.com/california/brentwood/solar-permit-guide/,true,"Brentwood, CA Solar Permit Guide | GridPermit",45,"Brentwood, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",141,Brentwood Solar Permit Guide,1,28,20,2,false,1177,3,80,2026-08-09,1
/california/buena-park/solar-permit-guide/,locality-guide,california,ca-orange-buena-park-sce,index,https://mygridpermit.com/california/buena-park/solar-permit-guide/,true,"Buena Park, CA Solar Permit Guide | GridPermit",46,"Buena Park, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",142,Buena Park Solar Permit Guide,1,28,30,2,false,1385,7,80,2026-08-06,1
/california/burbank/solar-permit-guide/,locality-guide,california,ca-los-angeles-burbank-bwp,index,https://mygridpermit.com/california/burbank/solar-permit-guide/,true,"Burbank, CA Solar Permit Guide | GridPermit",43,"Burbank, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",139,Burbank Solar Permit Guide,1,27,45,2,false,1276,3,80,2026-08-09,1
/california/burlingame/solar-permit-guide/,locality-guide,california,ca-san-mateo-burlingame-pge,index,https://mygridpermit.com/california/burlingame/solar-permit-guide/,true,"Burlingame, CA Solar Permit Guide | GridPermit",46,"Burlingame, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",142,Burlingame Solar Permit Guide,1,28,17,2,false,1346,8,80,2026-08-05,1
/california/camarillo/solar-permit-guide/,locality-guide,california,ca-ventura-camarillo-sce,index,https://mygridpermit.com/california/camarillo/solar-permit-guide/,true,"Camarillo, CA Solar Permit Guide | GridPermit",45,"Camarillo, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",141,Camarillo Solar Permit Guide,1,28,11,2,false,1049,4,80,2026-08-09,1
/california/campbell/solar-permit-guide/,locality-guide,california,ca-santa-clara-campbell-pge,index,https://mygridpermit.com/california/campbell/solar-permit-guide/,true,"Campbell, CA Solar Permit Guide | GridPermit",44,"Campbell, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,Campbell Solar Permit Guide,1,28,15,2,false,1094,4,80,2026-08-09,1
/california/capitola/solar-permit-guide/,locality-guide,california,ca-santa-cruz-capitola-pge,index,https://mygridpermit.com/california/capitola/solar-permit-guide/,true,"Capitola, CA Solar Permit Guide | GridPermit",44,"Capitola, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,Capitola Solar Permit Guide,1,28,6,2,false,1071,3,80,2026-08-09,1
/california/carlsbad/solar-permit-guide/,locality-guide,california,ca-san-diego-carlsbad-sdge,index,https://mygridpermit.com/california/carlsbad/solar-permit-guide/,true,"Carlsbad, CA Solar Permit Guide | GridPermit",44,"Carlsbad, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,Carlsbad Solar Permit Guide,1,28,20,2,false,1163,4,80,2026-08-09,1
/california/carmel-by-the-sea/solar-permit-guide/,locality-guide,california,ca-monterey-carmel-by-the-sea-pge,index,https://mygridpermit.com/california/carmel-by-the-sea/solar-permit-guide/,true,"Carmel-by-the-Sea, CA Solar Permit Guide | GridPermit",53,"Carmel-by-the-Sea, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",149,Carmel-by-the-Sea Solar Permit Guide,1,28,11,2,false,1080,4,80,2026-08-09,1
/california/carpinteria/solar-permit-guide/,locality-guide,california,ca-santa-barbara-carpinteria-sce,index,https://mygridpermit.com/california/carpinteria/solar-permit-guide/,true,"Carpinteria, CA Solar Permit Guide | GridPermit",47,"Carpinteria, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",143,Carpinteria Solar Permit Guide,1,28,7,2,false,1064,4,80,2026-08-09,1
/california/carson/solar-permit-guide/,locality-guide,california,ca-los-angeles-carson-sce,index,https://mygridpermit.com/california/carson/solar-permit-guide/,true,"Carson, CA Solar Permit Guide | GridPermit",42,"Carson, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",138,Carson Solar Permit Guide,1,28,9,2,false,1143,6,80,2026-08-09,1
/california/ceres/solar-permit-guide/,locality-guide,california,ca-stanislaus-ceres-pge,index,https://mygridpermit.com/california/ceres/solar-permit-guide/,true,"Ceres, CA Solar Permit Guide | GridPermit",41,"Ceres, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",137,Ceres Solar Permit Guide,1,28,7,2,false,1182,4,80,2026-08-11,1
/california/cerritos/solar-permit-guide/,locality-guide,california,ca-los-angeles-cerritos-sce,index,https://mygridpermit.com/california/cerritos/solar-permit-guide/,true,"Cerritos, CA Solar Permit Guide | GridPermit",44,"Cerritos, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",140,Cerritos Solar Permit Guide,1,28,3,2,false,1236,8,80,2026-08-06,1
/california/chino-hills/solar-permit-guide/,locality-guide,california,ca-san-bernardino-chino-hills-sce,index,https://mygridpermit.com/california/chino-hills/solar-permit-guide/,true,"Chino Hills, CA Solar Permit Guide | GridPermit",47,"Chino Hills, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",143,Chino Hills Solar Permit Guide,1,28,18,2,false,1194,6,80,2026-08-05,1
/california/chino/solar-permit-guide/,locality-guide,california,ca-san-bernardino-chino-sce,index,https://mygridpermit.com/california/chino/solar-permit-guide/,true,"Chino, CA Solar Permit Guide | GridPermit",41,"Chino, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",137,Chino Solar Permit Guide,1,28,18,2,false,1414,7,80,2026-08-05,1
/california/chowchilla/solar-permit-guide/,locality-guide,california,ca-madera-chowchilla-pge,index,https://mygridpermit.com/california/chowchilla/solar-permit-guide/,true,"Chowchilla, CA Solar Permit Guide | GridPermit",46,"Chowchilla, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-10.",142,Chowchilla Solar Permit Guide,1,27,3,2,false,1037,4,80,2026-08-10,1
/california/chula-vista/solar-permit-guide/,locality-guide,california,ca-san-diego-chula-vista-sdge,index,https://mygridpermit.com/california/chula-vista/solar-permit-guide/,true,"Chula Vista, CA Solar Permit Guide | GridPermit",47,"Chula Vista, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",143,Chula Vista Solar Permit Guide,1,28,20,2,false,1430,4,86.7,2026-08-09,1
/california/citrus-heights/solar-permit-guide/,locality-guide,california,ca-sacramento-citrus-heights-smud,index,https://mygridpermit.com/california/citrus-heights/solar-permit-guide/,true,"Citrus Heights, CA Solar Permit Guide | GridPermit",50,"Citrus Heights, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",146,Citrus Heights Solar Permit Guide,1,25,6,2,false,1156,3,80,2026-08-09,1
/california/city-of-industry/solar-permit-guide/,locality-guide,california,ca-los-angeles-city-of-industry-sce,index,https://mygridpermit.com/california/city-of-industry/solar-permit-guide/,true,"City of Industry, CA Solar Permit Guide | GridPermit",52,"City of Industry, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",148,City of Industry Solar Permit Guide,1,28,3,2,false,1488,6,86.7,2026-08-11,1
/california/colton/solar-permit-guide/,locality-guide,california,ca-san-bernardino-colton-cce,index,https://mygridpermit.com/california/colton/solar-permit-guide/,true,"Colton, CA Solar Permit Guide | GridPermit",42,"Colton, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",138,Colton Solar Permit Guide,1,27,17,2,false,1074,2,86.7,2026-08-11,1
/california/concord/solar-permit-guide/,locality-guide,california,ca-contra-costa-concord-pge,index,https://mygridpermit.com/california/concord/solar-permit-guide/,true,"Concord, CA Solar Permit Guide | GridPermit",43,"Concord, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-03.",139,Concord Solar Permit Guide,1,28,20,2,false,1711,7,86.7,2026-08-03,1
/california/corcoran/solar-permit-guide/,locality-guide,california,ca-kings-corcoran-pge,index,https://mygridpermit.com/california/corcoran/solar-permit-guide/,true,"Corcoran, CA Solar Permit Guide | GridPermit",44,"Corcoran, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,Corcoran Solar Permit Guide,1,27,4,2,false,1030,3,80,2026-08-09,1
/california/coronado/solar-permit-guide/,locality-guide,california,ca-san-diego-coronado-sdge,index,https://mygridpermit.com/california/coronado/solar-permit-guide/,true,"Coronado, CA Solar Permit Guide | GridPermit",44,"Coronado, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,Coronado Solar Permit Guide,1,28,20,2,false,1101,4,80,2026-08-09,1
/california/corte-madera/solar-permit-guide/,locality-guide,california,ca-marin-corte-madera-pge,index,https://mygridpermit.com/california/corte-madera/solar-permit-guide/,true,"Corte Madera, CA Solar Permit Guide | GridPermit",48,"Corte Madera, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",144,Corte Madera Solar Permit Guide,1,28,11,2,false,1043,4,80,2026-08-09,1
